"Ссылка на объявление","Название","Цена","Метро","Корпус/Этаж","Заселение"
"https://www.pik.ru/flat/843334","Студия, 25.4 м²","11 298 478 ₽","Локомотив
         • Амурский парк","Корпус 1.5, Этаж 30 из 33","Заселение до 10 июля 2025"
"https://www.pik.ru/flat/840918","Студия, 23.6 м²","11 268 103 ₽","Локомотив
         • Амурский парк","Корпус 1.2, Этаж 10 из 28","Заселение до 10 июля 2025"
"https://www.pik.ru/flat/840893","2 комнаты, 51.4 м²","18 349 800 ₽","Локомотив
         • Амурский парк","Корпус 1.2, Этаж 5 из 28","Заселение до 10 июля 2025"
"https://www.pik.ru/flat/863096","1 комната, 35.6 м²","7 515 160 ₽","Котельники
         • Белая Дача парк","Корпус 9.1, Этаж 20 из 25","Заселение до 30 марта 2025"
"https://www.pik.ru/flat/900166","1 комната, 32.3 м²","7 832 750 ₽","Котельники
         • Белая Дача парк","Корпус 17-18, Этаж 6 из 25","Заселение до 5 октября 2025"
"https://www.pik.ru/flat/900410","1 комната, 36.2 м²","8 119 660 ₽","Котельники
         • Белая Дача парк","Корпус 17-18, Этаж 21 из 25","Заселение до 5 октября 2025"
"https://www.pik.ru/flat/1007760","1 комната, 39.1 м²","7 124 020 ₽","Котельники
         • Белая Дача парк","Корпус 16.1, Этаж 21 из 25","Заселение до 30 марта 2028"
"https://www.pik.ru/flat/940518","1 комната, 36.4 м²","8 934 343 ₽","Ж/д станция Мытищи
         • Яуза парк","Корпус 5, Этаж 17 из 24","Заселение до 31 июля 2026"
"https://www.pik.ru/flat/899998","3 комнаты, 90.3 м²","14 691 810 ₽","Бульвар Дмитрия Донского
         • Восточное Бутово","Корпус 42, Этаж 8 из 16","Заселение до 30 ноября 2025"
"https://www.pik.ru/flat/924752","2 комнаты, 53.6 м²","13 475 040 ₽","Лихоборы
         • Апартаменты • Большая Академическая 85","Корпус 3.6, Этаж 6 из 24","Заселение до 19 июня 2026"
"https://www.pik.ru/flat/582546","Студия, 23.4 м²","6 654 960 ₽","Котельники
         • Кузьминский лес","Корпус 9, Этаж 17 из 25","Заселение до 1 февраля 2026"
"https://www.pik.ru/flat/840738","2 комнаты, 58.4 м²","19 913 582 ₽","Локомотив
         • Амурский парк","Корпус 1.2, Этаж 2 из 28","Заселение до 10 июля 2025"
"https://www.pik.ru/flat/863897","Студия, 19.6 м²","5 595 800 ₽","Котельники
         • Белая Дача парк","Корпус 9.2, Этаж 21 из 25","Заселение до 30 марта 2025"
"https://www.pik.ru/flat/840863","2 комнаты, 58.4 м²","20 390 126 ₽","Локомотив
         • Амурский парк","Корпус 1.2, Этаж 8 из 28","Заселение до 10 июля 2025"
"https://www.pik.ru/flat/933886","1 комната, 36 м²","8 546 940 ₽","Ильинская 2029 г.
         • Ильинские луга","Корпус 2.9, Этаж 5 из 9","Заселение до 11 апреля 2026"
"https://www.pik.ru/flat/933930","Студия, 20.2 м²","5 677 957 ₽","Ильинская 2029 г.
         • Ильинские луга","Корпус 2.9, Этаж 9 из 9","Заселение до 11 апреля 2026"
"https://www.pik.ru/flat/1008737","Студия, 21.7 м²","4 674 180 ₽","Котельники
         • Белая Дача парк","Корпус 16.2, Этаж 9 из 15","Заселение до 30 марта 2028"
"https://www.pik.ru/flat/933977","Студия, 20.2 м²","5 652 990 ₽","Ильинская 2029 г.
         • Ильинские луга","Корпус 2.9, Этаж 9 из 9","Заселение до 11 апреля 2026"
"https://www.pik.ru/flat/843434","Студия, 23.5 м²","10 954 290 ₽","Локомотив
         • Амурский парк","Корпус 1.5, Этаж 33 из 33","Заселение до 10 июля 2025"
"https://www.pik.ru/flat/1008038","Студия, 24.8 м²","5 081 520 ₽","Котельники
         • Белая Дача парк","Корпус 16.1, Этаж 12 из 19","Заселение до 30 марта 2028"
"https://www.pik.ru/flat/843158","2 комнаты, 46.2 м²","17 812 872 ₽","Локомотив
         • Амурский парк","Корпус 1.5, Этаж 20 из 33","Заселение до 10 июля 2025"
"https://www.pik.ru/flat/891396","2 комнаты, 50.91 м²","21 435 960 ₽","Волгоградский проспект
         • Первый Дубровский","Корпус 1.4, Этаж 28 из 38","Заселение до 30 ноября 2025"
"https://www.pik.ru/flat/582620","2 комнаты, 64.7 м²","14 609 260 ₽","Котельники
         • Кузьминский лес","Корпус 10, Этаж 11 из 25","Заселение до 1 февраля 2026"
"https://www.pik.ru/flat/875106","1 комната, 36 м²","11 192 256 ₽","Медведково
         • Полар","Корпус 1.5, Этаж 12 из 50","Заселение до 31 августа 2027"
"https://www.pik.ru/flat/875140","1 комната, 36 м²","11 199 600 ₽","Медведково
         • Полар","Корпус 1.5, Этаж 14 из 50","Заселение до 31 августа 2027"
"https://www.pik.ru/flat/843291","Студия, 19.8 м²","10 398 920 ₽","Локомотив
         • Амурский парк","Корпус 1.5, Этаж 28 из 33","Заселение до 10 июля 2025"
"https://www.pik.ru/flat/875206","1 комната, 38 м²","11 515 596 ₽","Медведково
         • Полар","Корпус 1.5, Этаж 18 из 50","Заселение до 31 августа 2027"
"https://www.pik.ru/flat/875959","Студия, 25.2 м²","8 335 807 ₽","Медведково
         • Полар","Корпус 1.5, Этаж 48 из 50","Заселение до 31 августа 2027"
"https://www.pik.ru/flat/878166","Студия, 19.7 м²","6 664 510 ₽","Котельники
         • Кузьминский лес","Корпус 12, Этаж 22 из 25","Заселение до 30 сентября 2025"
"https://www.pik.ru/flat/867781","2 комнаты, 48.5 м²","15 395 064 ₽","Саларьево
         • Саларьево парк","Корпус 68.4, Этаж 24 из 24","Заселение до 30 ноября 2025"
"https://www.pik.ru/flat/582765","1 комната, 33.5 м²","8 284 416 ₽","Котельники
         • Кузьминский лес","Корпус 10, Этаж 14 из 25","Заселение до 1 февраля 2026"
"https://www.pik.ru/flat/878210","3 комнаты, 78.3 м²","16 779 690 ₽","Котельники
         • Кузьминский лес","Корпус 12, Этаж 25 из 25","Заселение до 30 сентября 2025"
"https://www.pik.ru/flat/967332","Студия, 26.7 м²","12 849 001 ₽","Водный стадион
         • Кронштадтский 9","Корпус 1.1.1, Этаж 8 из 12","Заселение до 30 декабря 2027"
"https://www.pik.ru/flat/994156","2 комнаты, 54.3 м²","7 205 610 ₽","Ильинская 2029 г.
         • Ильинские луга","Корпус 3.3, Этаж 2 из 9","Заселение до 30 октября 2027"
"https://www.pik.ru/flat/908284","1 комната, 34.6 м²","7 270 152 ₽","Ж/д станция Мытищи
         • Ярославский","Корпус 16.2, Этаж 10 из 25","Заселение до 30 января 2026"
"https://www.pik.ru/flat/582768","2 комнаты, 64.7 м²","14 686 900 ₽","Котельники
         • Кузьминский лес","Корпус 10, Этаж 15 из 25","Заселение до 1 февраля 2026"
"https://www.pik.ru/flat/582774","Студия, 19.9 м²","6 547 100 ₽","Котельники
         • Кузьминский лес","Корпус 10, Этаж 17 из 25","Заселение до 1 февраля 2026"
"https://www.pik.ru/flat/925461","Студия, 22.5 м²","10 722 240 ₽","Спартак
         • Holland park","Корпус 8, Этаж 19 из 24","Заселение до 30 мая 2026"
"https://www.pik.ru/flat/583084","1 комната, 33.5 м²","8 659 750 ₽","Котельники
         • Кузьминский лес","Корпус 10, Этаж 19 из 25","Заселение до 1 февраля 2026"
"https://www.pik.ru/flat/947577","1 комната, 37.2 м²","11 342 280 ₽","Грачёвская
         • Бусиновский парк","Корпус 1.4, Этаж 26 из 32","Заселение до 30 октября 2026"
"https://www.pik.ru/flat/878184","Студия, 20.9 м²","6 543 790 ₽","Котельники
         • Кузьминский лес","Корпус 12, Этаж 23 из 25","Заселение до 30 сентября 2025"
"https://www.pik.ru/flat/925672","2 комнаты, 57.7 м²","21 458 168 ₽","Спартак
         • Holland park","Корпус 8, Этаж 13 из 24","Заселение до 30 мая 2026"
"https://www.pik.ru/flat/995580","2 комнаты, 57.5 м²","7 739 500 ₽","Ильинская 2029 г.
         • Ильинские луга","Корпус 3.4, Этаж 2 из 9","Заселение до 30 октября 2027"
"https://www.pik.ru/flat/824458","Студия, 19.8 м²","13 040 557 ₽","Бутырская 
         • Руставели 14","Корпус 2.5, Этаж 27 из 33","Заселение до 30 июня 2025"
"https://www.pik.ru/flat/843055","Студия, 19.8 м²","10 449 410 ₽","Локомотив
         • Амурский парк","Корпус 1.5, Этаж 20 из 33","Заселение до 10 июля 2025"
"https://www.pik.ru/flat/925978","2 комнаты, 50 м²","20 231 700 ₽","Спартак
         • Holland park","Корпус 8, Этаж 3 из 24","Заселение до 30 мая 2026"
"https://www.pik.ru/flat/875805","1 комната, 34.7 м²","10 883 655 ₽","Медведково
         • Полар","Корпус 1.5, Этаж 39 из 50","Заселение до 31 августа 2027"
"https://www.pik.ru/flat/909099","3 комнаты, 79.5 м²","18 245 250 ₽","Ж/д станция Мытищи
         • Ярославский","Корпус 16.4, Этаж 14 из 25","Заселение до 30 января 2026"
"https://www.pik.ru/flat/926228","1 комната, 40.6 м²","17 637 370 ₽","Спартак
         • Holland park","Корпус 8, Этаж 12 из 14","Заселение до 30 мая 2026"
"https://www.pik.ru/flat/835128","1 комната, 39.4 м²","19 696 138 ₽","Свиблово
         • Кольская 8","Корпус 2.2, Этаж 2 из 24","Заселение до 31 мая 2025"
"https://www.pik.ru/flat/842888","Студия, 23.6 м²","11 169 408 ₽","Локомотив
         • Амурский парк","Корпус 1.5, Этаж 13 из 33","Заселение до 10 июля 2025"
"https://www.pik.ru/flat/842270","Студия, 23.5 м²","11 184 402 ₽","Локомотив
         • Амурский парк","Корпус 1.4, Этаж 18 из 28","Заселение до 10 июля 2025"
"https://www.pik.ru/flat/840398","Студия, 23.5 м²","11 114 889 ₽","Локомотив
         • Амурский парк","Корпус 1.1, Этаж 20 из 33","Заселение до 10 июля 2025"
"https://www.pik.ru/flat/841407","1 комната, 32.3 м²","13 929 568 ₽","Локомотив
         • Амурский парк","Корпус 1.2, Этаж 23 из 28","Заселение до 10 июля 2025"
"https://www.pik.ru/flat/890845","2 комнаты, 52.37 м²","21 676 780 ₽","Волгоградский проспект
         • Первый Дубровский","Корпус 1.3, Этаж 25 из 33","Заселение до 30 ноября 2025"
"https://www.pik.ru/flat/875075","1 комната, 34.7 м²","10 628 818 ₽","Медведково
         • Полар","Корпус 1.5, Этаж 10 из 50","Заселение до 31 августа 2027"
"https://www.pik.ru/flat/925714","2 комнаты, 49 м²","21 221 508 ₽","Спартак
         • Holland park","Корпус 8, Этаж 17 из 24","Заселение до 30 мая 2026"
"https://www.pik.ru/flat/989965","2 комнаты, 47.2 м²","16 041 580 ₽","Саларьево
         • Саларьево парк","Корпус 56.2 , Этаж 1 из 22","Заселение до 30 декабря 2025"
"https://www.pik.ru/flat/989990","3 комнаты, 79.7 м²","22 640 379 ₽","Саларьево
         • Саларьево парк","Корпус 56.2 , Этаж 3 из 22","Заселение до 30 декабря 2025"
"https://www.pik.ru/flat/891347","3 комнаты, 71.92 м²","27 685 460 ₽","Волгоградский проспект
         • Первый Дубровский","Корпус 1.4, Этаж 24 из 38","Заселение до 30 ноября 2025"
"https://www.pik.ru/flat/834652","Студия, 19.8 м²","12 044 894 ₽","Свиблово
         • Кольская 8","Корпус 2.1, Этаж 18 из 25","Заселение до 31 мая 2025"
"https://www.pik.ru/flat/890865","1 комната, 32.49 м²","16 762 110 ₽","Волгоградский проспект
         • Первый Дубровский","Корпус 1.3, Этаж 26 из 33","Заселение до 30 ноября 2025"
"https://www.pik.ru/flat/925800","1 комната, 33.1 м²","14 787 756 ₽","Спартак
         • Holland park","Корпус 8, Этаж 24 из 24","Заселение до 30 мая 2026"
"https://www.pik.ru/flat/891415","1 комната, 32.21 м²","16 433 670 ₽","Волгоградский проспект
         • Первый Дубровский","Корпус 1.4, Этаж 29 из 38","Заселение до 30 ноября 2025"
"https://www.pik.ru/flat/867108","1 комната, 43.7 м²","13 751 079 ₽","Саларьево
         • Саларьево парк","Корпус 68.4, Этаж 10 из 24","Заселение до 30 ноября 2025"
"https://www.pik.ru/flat/928162","1 комната, 41.6 м²","13 582 483 ₽","Текстильщики
         • Волжский парк","Корпус 5.3, Этаж 17 из 24","Заселение до 28 февраля 2026"
"https://www.pik.ru/flat/928190","1 комната, 32.5 м²","11 556 090 ₽","Текстильщики
         • Волжский парк","Корпус 5.3, Этаж 20 из 24","Заселение до 28 февраля 2026"
"https://www.pik.ru/flat/843187","1 комната, 32.3 м²","14 176 663 ₽","Локомотив
         • Амурский парк","Корпус 1.5, Этаж 25 из 33","Заселение до 10 июля 2025"
"https://www.pik.ru/flat/990238","1 комната, 44 м²","14 047 440 ₽","Саларьево
         • Саларьево парк","Корпус 56.2 , Этаж 19 из 22","Заселение до 30 декабря 2025"
"https://www.pik.ru/flat/976271","1 комната, 32.5 м²","11 095 305 ₽","Текстильщики
         • Волжский парк","Корпус 6.2, Этаж 10 из 24","Заселение до 26 февраля 2027"
"https://www.pik.ru/flat/931926","1 комната, 32.5 м²","11 406 185 ₽","Текстильщики
         • Волжский парк","Корпус 6.1, Этаж 12 из 15","Заселение до 30 апреля 2026"
"https://www.pik.ru/flat/990336","1 комната, 44 м²","13 769 184 ₽","Саларьево
         • Саларьево парк","Корпус 56.2 , Этаж 4 из 22","Заселение до 30 декабря 2025"
"https://www.pik.ru/flat/976401","1 комната, 32.6 м²","11 149 395 ₽","Текстильщики
         • Волжский парк","Корпус 6.2, Этаж 20 из 24","Заселение до 26 февраля 2027"
"https://www.pik.ru/flat/813055","1 комната, 37.7 м²","19 057 802 ₽","Багратионовская
         • Барклая 6","Корпус 6, Этаж 19 из 32","Заселение до 30 сентября 2025"
"https://www.pik.ru/flat/976683","1 комната, 32.4 м²","11 107 432 ₽","Текстильщики
         • Волжский парк","Корпус 6.2, Этаж 15 из 15","Заселение до 26 февраля 2027"
"https://www.pik.ru/flat/931669","1 комната, 36.1 м²","12 184 399 ₽","Текстильщики
         • Волжский парк","Корпус 6.1, Этаж 13 из 24","Заселение до 30 апреля 2026"
"https://www.pik.ru/flat/990424","1 комната, 36.2 м²","12 258 768 ₽","Саларьево
         • Саларьево парк","Корпус 56.2 , Этаж 9 из 22","Заселение до 30 декабря 2025"
"https://www.pik.ru/flat/813814","2 комнаты, 60.9 м²","25 313 085 ₽","Багратионовская
         • Барклая 6","Корпус 8, Этаж 2 из 32","Заселение до 30 сентября 2025"
"https://www.pik.ru/flat/990506","2 комнаты, 48.7 м²","15 538 027 ₽","Саларьево
         • Саларьево парк","Корпус 56.2 , Этаж 13 из 22","Заселение до 30 декабря 2025"
"https://www.pik.ru/flat/891551","Студия, 20.01 м²","11 399 096 ₽","Волгоградский проспект
         • Первый Дубровский","Корпус 1.4, Этаж 37 из 38","Заселение до 30 ноября 2025"
"https://www.pik.ru/flat/928641","Студия, 22 м²","8 922 144 ₽","Текстильщики
         • Волжский парк","Корпус 5.4, Этаж 12 из 17","Заселение до 28 февраля 2026"
"https://www.pik.ru/flat/990530","1 комната, 44 м²","13 908 312 ₽","Саларьево
         • Саларьево парк","Корпус 56.2 , Этаж 14 из 22","Заселение до 30 декабря 2025"
"https://www.pik.ru/flat/990546","Студия, 23.6 м²","9 065 515 ₽","Саларьево
         • Саларьево парк","Корпус 56.2 , Этаж 3 из 22","Заселение до 30 декабря 2025"
"https://www.pik.ru/flat/953665","Студия, 20.9 м²","7 126 900 ₽","Грачёвская
         • Бусиновский парк","Корпус 22.1, Этаж 21 из 32","Заселение до 28 февраля 2027"
"https://www.pik.ru/flat/824884","3 комнаты, 75.3 м²","33 134 108 ₽","Бутырская 
         • Руставели 14","Корпус 2.6, Этаж 13 из 23","Заселение до 30 июня 2025"
"https://www.pik.ru/flat/976217","2 комнаты, 62.2 м²","17 409 033 ₽","Текстильщики
         • Волжский парк","Корпус 6.2, Этаж 6 из 24","Заселение до 26 февраля 2027"
"https://www.pik.ru/flat/834665","Студия, 21.8 м²","12 432 147 ₽","Свиблово
         • Кольская 8","Корпус 2.1, Этаж 21 из 25","Заселение до 31 мая 2025"
"https://www.pik.ru/flat/976263","Студия, 20.2 м²","8 237 479 ₽","Текстильщики
         • Волжский парк","Корпус 6.2, Этаж 9 из 24","Заселение до 26 февраля 2027"
"https://www.pik.ru/flat/990652","Студия, 23.6 м²","9 125 695 ₽","Саларьево
         • Саларьево парк","Корпус 56.2 , Этаж 6 из 22","Заселение до 30 декабря 2025"
"https://www.pik.ru/flat/1006462","2 комнаты, 53.6 м²","10 989 072 ₽","Саларьево
         • Саларьево парк","Корпус 74.2, Этаж 17 из 18","Заселение до 28 апреля 2028"
"https://www.pik.ru/flat/990765","2 комнаты, 61.8 м²","18 280 440 ₽","Саларьево
         • Саларьево парк","Корпус 56.2 , Этаж 10 из 22","Заселение до 30 декабря 2025"
"https://www.pik.ru/flat/931643","Студия, 20.1 м²","8 167 996 ₽","Текстильщики
         • Волжский парк","Корпус 6.1, Этаж 11 из 24","Заселение до 30 апреля 2026"
"https://www.pik.ru/flat/931656","2 комнаты, 50.6 м²","16 159 717 ₽","Текстильщики
         • Волжский парк","Корпус 6.1, Этаж 12 из 24","Заселение до 30 апреля 2026"
"https://www.pik.ru/flat/890718","2 комнаты, 46.52 м²","20 531 788 ₽","Волгоградский проспект
         • Первый Дубровский","Корпус 1.3, Этаж 16 из 33","Заселение до 30 ноября 2025"
"https://www.pik.ru/flat/908521","2 комнаты, 56.1 м²","13 183 948 ₽","Ж/д станция Мытищи
         • Ярославский","Корпус 16.2, Этаж 25 из 25","Заселение до 30 января 2026"
"https://www.pik.ru/flat/967518","2 комнаты, 67.3 м²","25 447 072 ₽","Водный стадион
         • Кронштадтский 9","Корпус 1.1.2, Этаж 12 из 12","Заселение до 30 декабря 2027"
"https://www.pik.ru/flat/967779","2 комнаты, 57.7 м²","21 993 739 ₽","Водный стадион
         • Кронштадтский 9","Корпус 1.1.3, Этаж 24 из 32","Заселение до 30 декабря 2027"
"https://www.pik.ru/flat/990811","Студия, 19.8 м²","7 971 361 ₽","Саларьево
         • Саларьево парк","Корпус 56.2 , Этаж 22 из 22","Заселение до 30 декабря 2025"
"https://www.pik.ru/flat/990868","1 комната, 32.4 м²","11 490 789 ₽","Саларьево
         • Саларьево парк","Корпус 56.2 , Этаж 14 из 22","Заселение до 30 декабря 2025"
"https://www.pik.ru/flat/1006992","1 комната, 34.4 м²","8 122 872 ₽","Саларьево
         • Саларьево парк","Корпус 74.7, Этаж 4 из 16","Заселение до 28 апреля 2028"
"https://www.pik.ru/flat/967350","Студия, 28.5 м²","13 822 785 ₽","Водный стадион
         • Кронштадтский 9","Корпус 1.1.1, Этаж 9 из 12","Заселение до 30 декабря 2027"
"https://www.pik.ru/flat/990955","2 комнаты, 59.7 м²","17 726 243 ₽","Саларьево
         • Саларьево парк","Корпус 56.2 , Этаж 19 из 22","Заселение до 30 декабря 2025"
"https://www.pik.ru/flat/925943","1 комната, 39.8 м²","18 536 133 ₽","Спартак
         • Holland park","Корпус 8, Этаж 14 из 14","Заселение до 30 мая 2026"
"https://www.pik.ru/flat/824367","2 комнаты, 48.3 м²","23 145 166 ₽","Бутырская 
         • Руставели 14","Корпус 2.5, Этаж 25 из 33","Заселение до 30 июня 2025"
"https://www.pik.ru/flat/834709","2 комнаты, 54 м²","24 196 644 ₽","Свиблово
         • Кольская 8","Корпус 2.1, Этаж 21 из 25","Заселение до 31 мая 2025"
"https://www.pik.ru/flat/954421","2 комнаты, 50.4 м²","15 835 680 ₽","Грачёвская
         • Бусиновский парк","Корпус 22.3, Этаж 28 из 32","Заселение до 28 февраля 2027"
"https://www.pik.ru/flat/992083","2 комнаты, 53.9 м²","7 249 550 ₽","Ильинская 2029 г.
         • Ильинские луга","Корпус 3.6, Этаж 3 из 9","Заселение до 30 октября 2027"
"https://www.pik.ru/flat/835265","3 комнаты, 80.9 м²","30 391 379 ₽","Свиблово
         • Кольская 8","Корпус 2.2, Этаж 11 из 24","Заселение до 31 мая 2025"
"https://www.pik.ru/flat/992183","2 комнаты, 53.7 м²","7 507 260 ₽","Ильинская 2029 г.
         • Ильинские луга","Корпус 3.6, Этаж 9 из 9","Заселение до 30 октября 2027"
"https://www.pik.ru/flat/891335","1 комната, 32.21 м²","16 390 960 ₽","Волгоградский проспект
         • Первый Дубровский","Корпус 1.4, Этаж 24 из 38","Заселение до 30 ноября 2025"
"https://www.pik.ru/flat/911146","Студия, 21.7 м²","5 207 783 ₽","Ж/д станция Мытищи
         • Ярославский квартал","Корпус 1.3, Этаж 16 из 24","Заселение до 30 ноября 2025"
"https://www.pik.ru/flat/954852","2 комнаты, 54.5 м²","16 241 000 ₽","Грачёвская
         • Бусиновский парк","Корпус 22.4, Этаж 24 из 24","Заселение до 28 февраля 2027"
"https://www.pik.ru/flat/992248","1 комната, 40.5 м²","5 977 800 ₽","Ильинская 2029 г.
         • Ильинские луга","Корпус 3.6, Этаж 5 из 9","Заселение до 30 октября 2027"
"https://www.pik.ru/flat/911164","2 комнаты, 52.3 м²","9 793 384 ₽","Ж/д станция Мытищи
         • Ярославский квартал","Корпус 1.3, Этаж 17 из 24","Заселение до 30 ноября 2025"
"https://www.pik.ru/flat/911712","1 комната, 32.6 м²","6 500 700 ₽","Ж/д станция Мытищи
         • Ярославский квартал","Корпус 1.4, Этаж 20 из 25","Заселение до 30 ноября 2025"
"https://www.pik.ru/flat/910633","2 комнаты, 55.6 м²","11 270 342 ₽","Ж/д станция Мытищи
         • Ярославский квартал","Корпус 1.1, Этаж 19 из 25","Заселение до 30 ноября 2025"
"https://www.pik.ru/flat/910485","1 комната, 32.3 м²","6 557 319 ₽","Ж/д станция Мытищи
         • Ярославский квартал","Корпус 1.1, Этаж 14 из 25","Заселение до 30 ноября 2025"
"https://www.pik.ru/flat/910450","3 комнаты, 84.9 м²","15 425 650 ₽","Ж/д станция Мытищи
         • Ярославский квартал","Корпус 1.1, Этаж 12 из 25","Заселение до 30 ноября 2025"
"https://www.pik.ru/flat/911093","2 комнаты, 52.3 м²","9 782 610 ₽","Ж/д станция Мытищи
         • Ярославский квартал","Корпус 1.3, Этаж 13 из 24","Заселение до 30 ноября 2025"
"https://www.pik.ru/flat/911606","1 комната, 32.6 м²","6 534 278 ₽","Ж/д станция Мытищи
         • Ярославский квартал","Корпус 1.4, Этаж 17 из 25","Заселение до 30 ноября 2025"
"https://www.pik.ru/flat/911619","1 комната, 34.2 м²","6 537 945 ₽","Ж/д станция Мытищи
         • Ярославский квартал","Корпус 1.4, Этаж 17 из 25","Заселение до 30 ноября 2025"
"https://www.pik.ru/flat/911171","2 комнаты, 53.1 м²","10 402 608 ₽","Ж/д станция Мытищи
         • Ярославский квартал","Корпус 1.3, Этаж 18 из 24","Заселение до 30 ноября 2025"
"https://www.pik.ru/flat/911114","Студия, 21.7 м²","5 198 842 ₽","Ж/д станция Мытищи
         • Ярославский квартал","Корпус 1.3, Этаж 14 из 24","Заселение до 30 ноября 2025"
"https://www.pik.ru/flat/911572","2 комнаты, 48.6 м²","9 651 182 ₽","Ж/д станция Мытищи
         • Ярославский квартал","Корпус 1.4, Этаж 16 из 25","Заселение до 30 ноября 2025"
"https://www.pik.ru/flat/896909","2 комнаты, 59 м²","16 898 544 ₽","Братиславская
         • Люблинский парк","Корпус 14.5, Этаж 26 из 33","Заселение до 28 марта 2026"
"https://www.pik.ru/flat/910555","1 комната, 36.1 м²","6 863 981 ₽","Ж/д станция Мытищи
         • Ярославский квартал","Корпус 1.1, Этаж 16 из 25","Заселение до 30 ноября 2025"
"https://www.pik.ru/flat/908624","Студия, 23.6 м²","5 483 601 ₽","Ж/д станция Мытищи
         • Ярославский","Корпус 16.3, Этаж 8 из 25","Заселение до 30 января 2026"
"https://www.pik.ru/flat/1007200","2 комнаты, 47.8 м²","10 892 090 ₽","Саларьево
         • Саларьево парк","Корпус 74.8, Этаж 7 из 15","Заселение до 28 апреля 2028"
"https://www.pik.ru/flat/994406","2 комнаты, 57.2 м²","7 550 400 ₽","Ж/д станция Мытищи
         • Ярославский квартал","Корпус 2.5, Этаж 18 из 25","Заселение до 15 декабря 2027"
"https://www.pik.ru/flat/890891","1 комната, 41.98 м²","18 352 480 ₽","Волгоградский проспект
         • Первый Дубровский","Корпус 1.3, Этаж 28 из 33","Заселение до 30 ноября 2025"
"https://www.pik.ru/flat/965458","2 комнаты, 57.8 м²","15 999 040 ₽","Грачёвская
         • Бусиновский парк","Корпус 2.3, Этаж 22 из 32","Заселение до 31 мая 2027"
"https://www.pik.ru/flat/911151","3 комнаты, 82.3 м²","14 826 098 ₽","Ж/д станция Мытищи
         • Ярославский квартал","Корпус 1.3, Этаж 16 из 24","Заселение до 30 ноября 2025"
"https://www.pik.ru/flat/965484","Студия, 21.3 м²","7 252 650 ₽","Грачёвская
         • Бусиновский парк","Корпус 2.3, Этаж 24 из 32","Заселение до 31 мая 2027"
"https://www.pik.ru/flat/965605","1 комната, 38.4 м²","10 548 480 ₽","Грачёвская
         • Бусиновский парк","Корпус 2.4, Этаж 2 из 23","Заселение до 31 мая 2027"
"https://www.pik.ru/flat/965662","1 комната, 41.9 м²","11 773 900 ₽","Грачёвская
         • Бусиновский парк","Корпус 2.4, Этаж 8 из 23","Заселение до 31 мая 2027"
"https://www.pik.ru/flat/910971","Студия, 24.8 м²","5 310 597 ₽","Ж/д станция Мытищи
         • Ярославский квартал","Корпус 1.3, Этаж 9 из 24","Заселение до 30 ноября 2025"
"https://www.pik.ru/flat/911001","Студия, 24.8 м²","5 315 706 ₽","Ж/д станция Мытищи
         • Ярославский квартал","Корпус 1.3, Этаж 10 из 24","Заселение до 30 ноября 2025"
"https://www.pik.ru/flat/994495","2 комнаты, 57.5 м²","7 486 500 ₽","Ж/д станция Мытищи
         • Ярославский квартал","Корпус 2.5, Этаж 25 из 25","Заселение до 15 декабря 2027"
"https://www.pik.ru/flat/910808","2 комнаты, 49.3 м²","9 962 839 ₽","Ж/д станция Мытищи
         • Ярославский квартал","Корпус 1.2, Этаж 14 из 25","Заселение до 30 ноября 2025"
"https://www.pik.ru/flat/967366","Студия, 25 м²","12 650 550 ₽","Водный стадион
         • Кронштадтский 9","Корпус 1.1.1, Этаж 11 из 12","Заселение до 30 декабря 2027"
"https://www.pik.ru/flat/983341","Студия, 22.7 м²","9 080 998 ₽","Озёрная
         • Мичуринский парк","Корпус 4.3, Этаж 15 из 31","Заселение до 30 мая 2028"
"https://www.pik.ru/flat/908213","1 комната, 36.2 м²","8 005 123 ₽","Ж/д станция Мытищи
         • Ярославский","Корпус 16.2, Этаж 5 из 25","Заселение до 30 января 2026"
"https://www.pik.ru/flat/870856","Студия, 19.8 м²","8 116 812 ₽","Красный строитель
         • Ютаново","Корпус 4, Этаж 33 из 33","Заселение до 18 апреля 2025"
"https://www.pik.ru/flat/873270","Студия, 19.9 м²","8 227 495 ₽","Красный строитель
         • Ютаново","Корпус 6, Этаж 31 из 33","Заселение до 18 апреля 2025"
"https://www.pik.ru/flat/870825","Студия, 25.2 м²","9 362 329 ₽","Красный строитель
         • Ютаново","Корпус 4, Этаж 31 из 33","Заселение до 18 апреля 2025"
"https://www.pik.ru/flat/924605","1 комната, 34.5 м²","9 508 200 ₽","Лихоборы
         • Апартаменты • Большая Академическая 85","Корпус 3.5, Этаж 10 из 14","Заселение до 19 июня 2026"
"https://www.pik.ru/flat/688274","3 комнаты, 71.8 м²","17 016 600 ₽","Пятницкое шоссе
         • Митинский лес","Корпус 15.1, Этаж 2 из 24","Выдача ключей"
"https://www.pik.ru/flat/688154","2 комнаты, 93.7 м²","21 672 810 ₽","Пятницкое шоссе
         • Митинский лес","Корпус 15.1, Этаж 13 из 24","Выдача ключей"
"https://www.pik.ru/flat/812975","1 комната, 37.7 м²","19 003 966 ₽","Багратионовская
         • Барклая 6","Корпус 6, Этаж 15 из 32","Заселение до 30 сентября 2025"
